Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,315.3800048828125,315.3800048828125,310.4700012207031,312.79998779296875,239.5856475830078,396500
2014-01-03,311.95001220703125,315.989990234375,310.4200134277344,314.1700134277344,240.63497924804688,442900
2014-01-06,316.2799987792969,317.6499938964844,312.3800048828125,314.07000732421875,240.55844116210938,502400
2014-01-07,314.1199951171875,319.6300048828125,314.1199951171875,316.9599914550781,242.77203369140625,422700
2014-01-08,317.67999267578125,319.3399963378906,315.04998779296875,316.8599853515625,242.69534301757812,689100
2014-01-09,317.32000732421875,318.9200134277344,314.010009765625,316.0799865722656,242.09791564941406,472600
2014-01-10,315.739990234375,319.0,311.3699951171875,314.94000244140625,241.22483825683594,517500
2014-01-13,313.510009765625,315.7799987792969,305.8800048828125,306.4700012207031,234.7373046875,789400
2014-01-14,308.0,311.2099914550781,306.3699951171875,310.5199890136719,237.83926391601562,608400
2014-01-15,311.42999267578125,313.42999267578125,309.0799865722656,312.75,239.54737854003906,1043600
2014-01-16,324.30999755859375,326.0,313.4800109863281,317.7799987792969,243.40013122558594,1526000
2014-01-17,319.8500061035156,322.5899963378906,315.5199890136719,316.7200012207031,242.58816528320312,1024100
2014-01-21,318.79998779296875,320.29998779296875,317.0,318.7699890136719,244.15830993652344,669200
2014-01-22,319.989990234375,324.739990234375,318.7200012207031,323.8900146484375,248.0799560546875,1001400
2014-01-23,320.5299987792969,322.260009765625,315.3299865722656,315.57000732421875,241.7073516845703,1136500
2014-01-24,313.7200012207031,313.7200012207031,302.8999938964844,303.1099853515625,232.16366577148438,1046400
2014-01-27,306.6099853515625,307.6300048828125,299.20001220703125,299.95001220703125,229.743408203125,1133700
2014-01-28,301.0,304.20001220703125,299.7300109863281,303.69000244140625,232.6079559326172,1063700
2014-01-29,301.8399963378906,302.9599914550781,298.239990234375,299.2099914550781,229.1765899658203,747200
2014-01-30,301.42999267578125,307.1099853515625,301.42999267578125,305.44000244140625,233.94842529296875,689200
2014-01-31,301.0,304.92999267578125,296.0,300.4700012207031,230.14166259765625,920100
2014-02-03,297.04998779296875,298.739990234375,284.7799987792969,286.3900146484375,219.35720825195312,1583700
2014-02-04,286.7699890136719,292.55999755859375,286.2799987792969,289.75,221.9307098388672,918300
2014-02-05,290.8500061035156,294.3800048828125,286.0400085449219,289.2699890136719,221.56307983398438,917900
2014-02-06,291.30999755859375,295.6400146484375,290.3999938964844,294.8699951171875,225.8524169921875,858300
2014-02-07,297.0,300.0,295.1000061035156,299.8699951171875,229.68209838867188,864900
2014-02-10,297.82000732421875,302.0400085449219,296.739990234375,301.0299987792969,230.5705108642578,734700
2014-02-11,301.0,306.5,300.010009765625,305.1499938964844,233.72625732421875,763800
2014-02-12,304.80999755859375,307.489990234375,302.17999267578125,303.510009765625,232.47007751464844,659700
2014-02-13,298.989990234375,305.760009765625,296.1300048828125,304.5400085449219,233.25901794433594,550500
2014-02-14,304.4800109863281,306.5899963378906,302.7300109863281,303.0299987792969,232.10247802734375,664300
2014-02-18,303.30999755859375,306.760009765625,303.0,305.9599914550781,234.34664916992188,513800
2014-02-19,303.2699890136719,307.94000244140625,300.1300048828125,300.489990234375,230.15695190429688,592500
2014-02-20,300.3900146484375,301.95001220703125,297.5,300.5199890136719,230.17996215820312,606400
2014-02-21,300.6000061035156,302.2900085449219,298.79998779296875,299.0,229.01568603515625,567600
2014-02-24,298.95001220703125,304.54998779296875,298.94000244140625,302.5899963378906,231.7654266357422,635100
2014-02-25,302.1099853515625,303.79998779296875,299.54998779296875,300.20001220703125,229.93479919433594,716100
2014-02-26,300.2900085449219,301.4599914550781,295.8800048828125,297.6300048828125,227.96640014648438,681100
2014-02-27,297.7300109863281,306.6300048828125,297.67999267578125,305.80999755859375,234.23179626464844,792500
2014-02-28,305.7699890136719,308.8999938964844,303.3999938964844,304.8399963378906,233.48878479003906,887400
2014-03-03,300.760009765625,301.6099853515625,297.79998779296875,300.3500061035156,230.04971313476562,683400
2014-03-04,304.25,308.8399963378906,304.010009765625,307.2200012207031,235.31170654296875,732900
2014-03-05,305.739990234375,307.8999938964844,305.0,307.0799865722656,236.69139099121094,540400
2014-03-06,308.79998779296875,312.2099914550781,307.2799987792969,311.1099853515625,239.79769897460938,737400
2014-03-07,314.239990234375,314.239990234375,309.489990234375,310.7900085449219,239.55105590820312,760300
2014-03-10,310.6700134277344,310.989990234375,306.6300048828125,308.4700012207031,237.76283264160156,809800
2014-03-11,309.1400146484375,310.9599914550781,307.6099853515625,308.7900085449219,238.00953674316406,845800
2014-03-12,306.07000732421875,308.8999938964844,304.5299987792969,308.8800048828125,238.078857421875,555100
