Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,207.3300018310547,208.60000610351562,205.8000030517578,207.0,195.76092529296875,2055600
2022-01-04,208.27999877929688,218.9199981689453,207.94000244140625,218.0800018310547,206.23931884765625,5242300
2022-01-05,218.17999267578125,223.36000061035156,218.17999267578125,219.75,207.8186798095703,5378200
2022-01-06,221.49000549316406,222.7100067138672,218.05999755859375,221.99000549316406,209.9370574951172,3913200
2022-01-07,222.5,225.97000122070312,222.22999572753906,224.19000244140625,212.017578125,3673400
2022-01-10,224.9499969482422,225.75,220.61000061035156,221.63999938964844,209.60604858398438,3734900
2022-01-11,222.0,222.08999633789062,216.58999633789062,219.9499969482422,208.00779724121094,2944300
2022-01-12,222.1199951171875,223.69000244140625,220.07000732421875,222.39999389648438,210.3247833251953,2506900
2022-01-13,222.88999938964844,227.8800048828125,222.63999938964844,227.0,214.67501831054688,5002300
2022-01-14,224.72000122070312,229.63999938964844,223.5800018310547,228.94000244140625,216.50970458984375,3970600
2022-01-18,227.7100067138672,230.42999267578125,226.86000061035156,229.8699951171875,217.38919067382812,5411900
2022-01-19,229.66000366210938,229.80999755859375,220.92999267578125,221.66000366210938,210.6421356201172,4991700
2022-01-20,221.0800018310547,221.8699951171875,216.0399932861328,216.6300048828125,205.86216735839844,3545600
2022-01-21,217.50999450683594,217.50999450683594,212.4199981689453,214.08999633789062,203.44839477539062,3754700
2022-01-24,211.16000366210938,214.97000122070312,206.66000366210938,214.3300018310547,203.6764678955078,5107300
2022-01-25,212.0800018310547,216.8300018310547,207.10000610351562,214.30999755859375,203.65744018554688,4554300
2022-01-26,215.0,218.8800048828125,212.24000549316406,214.2899932861328,203.63845825195312,3558500
2022-01-27,215.2100067138672,217.89999389648438,210.14999389648438,212.1699981689453,201.62380981445312,3678100
2022-01-28,205.58999633789062,208.0,196.8000030517578,201.16000366210938,191.1610870361328,10747300
2022-01-31,199.4499969482422,201.60000610351562,194.67999267578125,201.55999755859375,191.54119873046875,6179000
2022-02-01,200.8000030517578,205.7899932861328,200.5399932861328,205.35000610351562,195.14279174804688,4026400
2022-02-02,203.1999969482422,205.8000030517578,201.39999389648438,204.94000244140625,194.75318908691406,3492300
2022-02-03,205.0,205.8699951171875,200.08999633789062,200.58999633789062,190.6194305419922,2748200
2022-02-04,200.2100067138672,201.00999450683594,196.49000549316406,198.41000366210938,188.5477752685547,3930800
2022-02-07,198.83999633789062,201.52999877929688,198.02999877929688,199.82000732421875,189.8876953125,2402000
2022-02-08,200.25999450683594,202.30999755859375,199.22999572753906,201.5,191.4841766357422,2407100
2022-02-09,202.63999938964844,204.10000610351562,202.08999633789062,203.60000610351562,193.47979736328125,2743700
2022-02-10,202.57000732421875,206.75,201.55999755859375,203.07000732421875,192.9761505126953,3538500
2022-02-11,203.4199981689453,204.64999389648438,200.1300048828125,201.24000549316406,191.2371368408203,3826700
2022-02-14,200.9499969482422,201.6999969482422,198.11000061035156,199.88999938964844,189.95419311523438,2730500
2022-02-15,200.6999969482422,204.4499969482422,200.00999450683594,203.41000366210938,193.2992706298828,2752600
2022-02-16,203.11000061035156,205.4199981689453,203.0,203.63999938964844,193.517822265625,2253900
2022-02-17,201.0,201.75999450683594,194.44000244140625,194.74000549316406,185.06019592285156,4699600
2022-02-18,193.36000061035156,195.6199951171875,191.17999267578125,191.9499969482422,182.40887451171875,4385200
2022-02-22,191.9499969482422,194.89999389648438,190.5500030517578,191.2100067138672,181.70567321777344,3488000
2022-02-23,191.72000122070312,192.32000732421875,186.3699951171875,186.6699981689453,177.39132690429688,3550400
2022-02-24,182.02999877929688,185.27000427246094,179.6699981689453,184.69000244140625,175.50973510742188,5919500
2022-02-25,184.94000244140625,187.92999267578125,184.1199951171875,187.05999755859375,177.761962890625,3594600
2022-02-28,184.33999633789062,188.77000427246094,183.6699981689453,187.5800018310547,178.256103515625,5168500
2022-03-01,187.77000427246094,188.22000122070312,180.63999938964844,182.8300018310547,173.74221801757812,5110600
2022-03-02,185.1999969482422,193.55999755859375,185.0,192.61000061035156,183.0360870361328,5849900
2022-03-03,193.32000732421875,196.5800018310547,192.33999633789062,194.85000610351562,185.1647491455078,4429700
2022-03-04,191.10000610351562,196.00999450683594,190.30999755859375,195.66000366210938,185.9344940185547,4334700
2022-03-07,194.7899932861328,203.5,193.6199951171875,196.6999969482422,186.9227752685547,6912300
2022-03-08,203.8699951171875,214.88999938964844,203.0,210.0,199.56170654296875,9318600
2022-03-09,212.57000732421875,213.60000610351562,207.4499969482422,209.77999877929688,199.3526153564453,4798300
2022-03-10,209.38999938964844,217.52000427246094,208.17999267578125,211.7899932861328,201.2626953125,4886300
2022-03-11,212.3000030517578,217.77000427246094,212.3000030517578,214.8300018310547,204.15158081054688,4045500
2022-03-14,216.3000030517578,218.47999572753906,212.92999267578125,215.44000244140625,204.7312774658203,3530700
2022-03-15,216.1199951171875,217.3800048828125,210.50999450683594,216.4600067138672,205.70059204101562,4364200
2022-03-16,217.5,219.49000549316406,212.32000732421875,216.0800018310547,205.33946228027344,4378700
2022-03-17,215.32000732421875,221.77999877929688,214.33999633789062,221.6999969482422,210.68011474609375,3600400
2022-03-18,219.47999572753906,221.6999969482422,218.0,220.91000366210938,209.9293975830078,4105100
2022-03-21,221.0,227.0500030517578,220.99000549316406,223.7100067138672,212.59022521972656,2902200
2022-03-22,224.4600067138672,225.85000610351562,221.33999633789062,222.7100067138672,211.63992309570312,2461500
2022-03-23,221.69000244140625,224.77999877929688,221.69000244140625,222.1699981689453,211.12673950195312,2001700
2022-03-24,222.5399932861328,225.0,221.50999450683594,222.2100067138672,211.164794921875,2110900
2022-03-25,222.08999633789062,223.8000030517578,221.13999938964844,223.36000061035156,212.2576141357422,1581100
2022-03-28,222.33999633789062,222.67999267578125,219.0399932861328,221.85000610351562,210.82266235351562,3072500
2022-03-29,220.8000030517578,221.42999267578125,216.5399932861328,221.0399932861328,210.05291748046875,3667800
2022-03-30,222.0,225.8800048828125,220.6999969482422,223.0800018310547,211.99151611328125,2507400
2022-03-31,223.2100067138672,225.19000244140625,222.42999267578125,222.82000732421875,211.7444610595703,3152100
2022-04-01,224.35000610351562,225.52000427246094,218.1699981689453,219.77000427246094,208.8460693359375,2618300
2022-04-04,219.16000366210938,221.35000610351562,216.60000610351562,220.80999755859375,209.83436584472656,2181300
2022-04-05,220.0,222.3699951171875,215.13999938964844,216.02000427246094,205.28245544433594,3582100
2022-04-06,215.1199951171875,217.1300048828125,213.5500030517578,216.2100067138672,205.46302795410156,2783300
2022-04-07,215.4600067138672,216.30999755859375,213.55999755859375,215.89999389648438,205.1684112548828,2253600
2022-04-08,215.7899932861328,217.8800048828125,214.02999877929688,217.02999877929688,206.2422332763672,2450200
2022-04-11,217.02999877929688,218.75999450683594,215.75,216.0500030517578,205.3109588623047,2494700
2022-04-12,215.4499969482422,219.47999572753906,214.97999572753906,216.6999969482422,205.9286346435547,2508200
2022-04-13,216.92999267578125,219.67999267578125,216.39999389648438,218.27000427246094,207.4206085205078,1898900
2022-04-14,219.91000366210938,229.22000122070312,218.61000061035156,227.80999755859375,216.48643493652344,5337900
2022-04-18,228.0,234.3800048828125,228.0,229.9199981689453,218.49154663085938,3644000
2022-04-19,230.25,232.94000244140625,227.57000732421875,232.16000366210938,220.62020874023438,2689400
2022-04-20,233.5500030517578,236.3699951171875,232.5800018310547,235.0800018310547,223.39503479003906,2907700
2022-04-21,237.24000549316406,237.89999389648438,231.64999389648438,232.57000732421875,221.00979614257812,3571400
2022-04-22,228.39999389648438,229.7899932861328,215.60000610351562,216.3000030517578,206.53427124023438,5053700
2022-04-25,215.30999755859375,217.0,209.57000732421875,216.6999969482422,206.9162139892578,4145500
2022-04-26,216.1300048828125,218.1999969482422,209.35000610351562,210.3000030517578,200.80517578125,4176700
2022-04-27,211.11000061035156,215.5500030517578,207.3000030517578,213.9600067138672,204.29994201660156,3358300
2022-04-28,207.42999267578125,212.9600067138672,202.0,212.44000244140625,202.84857177734375,6092800
2022-04-29,212.6999969482422,217.2100067138672,210.16000366210938,210.5399932861328,201.03431701660156,3404000
2022-05-02,210.0,212.77000427246094,207.66000366210938,212.07000732421875,202.49525451660156,2639500
2022-05-03,211.89999389648438,215.36000061035156,210.7899932861328,213.6199951171875,203.9752655029297,2121100
