Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,77.74666595458984,78.64666748046875,77.6500015258789,78.47000122070312,78.47000122070312,2835900
2020-01-03,77.64666748046875,78.99666595458984,77.64666748046875,78.9433364868164,78.9433364868164,2229600
2020-01-06,78.78333282470703,80.18000030517578,78.56999969482422,80.086669921875,80.086669921875,3342600
2020-01-07,80.086669921875,80.83333587646484,79.77666473388672,80.54666900634766,80.54666900634766,3384900
2020-01-08,79.33333587646484,79.91999816894531,78.92666625976562,79.52333068847656,79.52333068847656,3157200
2020-01-09,79.72666931152344,80.31666564941406,79.2933349609375,80.02333068847656,80.02333068847656,2253600
2020-01-10,80.0999984741211,80.87333679199219,79.09333038330078,79.29000091552734,79.29000091552734,2631600
2020-01-13,79.61666870117188,80.56999969482422,79.61666870117188,80.3066635131836,80.3066635131836,2734800
2020-01-14,80.27333068847656,80.83333587646484,79.62666320800781,80.0,80.0,2875200
2020-01-15,80.19000244140625,81.41999816894531,80.13666534423828,80.23332977294922,80.23332977294922,1918500
2020-01-16,80.54666900634766,81.2066650390625,80.27333068847656,81.086669921875,81.086669921875,3066900
2020-01-17,81.1433334350586,81.46333312988281,80.25,80.69000244140625,80.69000244140625,3081000
2020-01-21,80.5199966430664,81.26667022705078,80.0633316040039,81.07666778564453,81.07666778564453,3423300
2020-01-22,81.62666320800781,81.82666778564453,81.02333068847656,81.24333190917969,81.24333190917969,2130300
2020-01-23,80.96666717529297,81.6500015258789,80.73666381835938,81.63333129882812,81.63333129882812,1831800
2020-01-24,81.66666412353516,82.57666778564453,80.73666381835938,80.96666717529297,80.96666717529297,3017700
2020-01-27,79.38333129882812,79.55000305175781,78.5433349609375,79.28333282470703,79.28333282470703,2356200
2020-01-28,79.58999633789062,80.5566635131836,78.97000122070312,79.7066650390625,79.7066650390625,1812000
2020-01-29,80.07333374023438,80.5999984741211,79.17333221435547,79.18333435058594,79.18333435058594,1755000
2020-01-30,78.76000213623047,79.56999969482422,78.58999633789062,79.33333587646484,79.33333587646484,2312100
2020-01-31,79.34333038330078,79.51667022705078,78.03666687011719,78.26000213623047,78.26000213623047,2167800
2020-02-03,78.28666687011719,78.78333282470703,77.87999725341797,78.65666961669922,78.65666961669922,3006600
2020-02-04,78.91666412353516,80.27999877929688,78.37000274658203,80.0633316040039,80.0633316040039,2114700
2020-02-05,80.836669921875,80.96666717529297,79.49333190917969,80.55332946777344,80.55332946777344,2152500
2020-02-06,80.8566665649414,82.1066665649414,80.52666473388672,82.02333068847656,82.02333068847656,2546400
2020-02-07,82.0,82.29000091552734,81.32666778564453,81.94000244140625,81.94000244140625,1979400
2020-02-10,81.79000091552734,82.83000183105469,81.25666809082031,82.50666809082031,82.50666809082031,1717800
2020-02-11,83.0,83.31666564941406,82.0999984741211,82.27666473388672,82.27666473388672,1686000
2020-02-12,82.46333312988281,82.46333312988281,80.0999984741211,81.57333374023438,81.57333374023438,3633000
2020-02-13,81.4000015258789,82.19000244140625,81.07333374023438,81.87000274658203,81.87000274658203,2604900
2020-02-14,82.33333587646484,82.99333190917969,81.79000091552734,82.41666412353516,82.41666412353516,1894500
2020-02-18,82.51667022705078,83.33999633789062,82.14666748046875,83.07333374023438,83.07333374023438,2892600
2020-02-19,83.07333374023438,83.70333099365234,82.4366683959961,82.90333557128906,82.90333557128906,2122800
2020-02-20,82.60333251953125,83.23666381835938,81.41999816894531,83.04666900634766,83.04666900634766,3210300
2020-02-21,82.8133316040039,82.8133316040039,80.13666534423828,81.0,81.0,4509300
2020-02-24,78.9433364868164,79.3133316040039,77.09333038330078,79.11000061035156,79.11000061035156,8817000
2020-02-25,67.33333587646484,67.96666717529297,64.05999755859375,65.65333557128906,65.65333557128906,29859300
2020-02-26,65.6933364868164,66.43333435058594,62.50666809082031,63.19333267211914,63.19333267211914,9845400
2020-02-27,61.5,65.163330078125,60.87333297729492,62.52000045776367,62.52000045776367,10243200
2020-02-28,60.586666107177734,63.78333282470703,60.35333251953125,61.540000915527344,61.540000915527344,10753200
2020-03-02,61.63666534423828,63.163333892822266,59.70333480834961,63.0966682434082,63.0966682434082,6479400
2020-03-03,63.116668701171875,63.720001220703125,59.793331146240234,60.68000030517578,60.68000030517578,5596500
2020-03-04,61.98666763305664,62.1533317565918,61.016666412353516,61.96333312988281,61.96333312988281,4044000
2020-03-05,60.66999816894531,61.866668701171875,59.7400016784668,60.349998474121094,60.349998474121094,4328100
2020-03-06,58.959999084472656,59.72999954223633,57.63666534423828,58.723331451416016,58.723331451416016,5789700
2020-03-09,54.88666534423828,56.633331298828125,51.2599983215332,52.926666259765625,52.926666259765625,10027500
2020-03-10,54.8033332824707,56.029998779296875,53.106666564941406,55.823333740234375,55.823333740234375,6274200
2020-03-11,54.69333267211914,55.223331451416016,51.7599983215332,52.5099983215332,52.5099983215332,5962200
2020-03-12,48.68333435058594,49.779998779296875,46.66999816894531,46.849998474121094,46.849998474121094,9004500
2020-03-13,49.086666107177734,50.53666687011719,46.18333435058594,50.52333450317383,50.52333450317383,5991900
2020-03-16,45.03333282470703,47.15999984741211,44.61333465576172,45.723331451416016,45.723331451416016,6633300
